HomeTeam,AwayTeam,HTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTR,FTR,主场胜利=0 客场胜利=1 平局=2
Real Madrid,Eibar,0,3,0,6,9,5,5,11,12,3,3,1,1,0,0,1.26,7,13,1.24,6.46,11.86,0,0,
Sociedad,Osasuna,1,0,1,9,8,4,1,5,12,1,6,1,3,0,0,1.72,4,5.25,1.68,3.9,5.09,2,2,
Levante,Sevilla,2,0,0,11,10,5,4,12,10,5,6,1,1,0,0,5.25,4.1,1.69,5.13,4,1.66,2,2,
Betis,Granada,1,0,1,18,8,6,5,13,18,11,2,2,4,0,0,2,3.6,4.22,1.94,3.52,4.02,2,2,
Getafe,Espanol,2,0,0,21,5,4,3,15,9,5,5,3,2,0,1,2.03,3.25,4.5,1.98,3.14,4.35,2,2,
Villarreal,Mallorca,0,1,0,10,15,4,5,16,10,2,6,3,4,0,0,1.55,4.54,6.5,1.52,4.45,6.03,0,0,
Barcelona,Leganes,0,1,0,10,6,5,2,16,16,3,2,5,3,0,0,1.17,8.37,19,1.15,7.95,16.95,0,0,
Eibar,Ath Bilbao,2,1,1,12,6,6,3,10,11,8,3,3,2,0,0,3.4,3.12,2.4,3.26,3.05,2.4,2,2,
Valladolid,Celta,2,0,0,6,11,1,4,18,15,5,8,3,3,0,0,3,3,2.74,2.96,2.99,2.66,2,2,
Osasuna,Ath Madrid,1,0,1,13,10,3,6,12,8,3,2,3,3,0,0,5.36,3.4,1.88,5.04,3.27,1.83,1,1,
Alaves,Sociedad,2,0,0,15,9,7,1,21,11,5,6,3,4,1,1,4.31,3.53,1.95,4.13,3.39,1.94,0,0,
Real Madrid,Valencia,2,0,0,19,4,14,2,12,11,8,2,0,2,0,1,1.4,5.29,8.5,1.37,5.11,7.77,0,0,
Granada,Villarreal,1,0,1,14,5,4,1,17,15,5,0,0,3,0,0,3.23,3.2,2.49,3.11,3.19,2.42,1,1,
Mallorca,Leganes,0,1,0,7,16,3,4,15,11,3,7,3,6,0,0,2.85,3,2.97,2.78,2.94,2.89,2,2,
Sevilla,Barcelona,2,0,0,8,10,4,4,17,8,2,9,3,2,0,0,3.49,3.7,2.16,3.38,3.59,2.11,2,2,
Espanol,Levante,2,1,1,10,14,3,8,11,10,8,5,2,0,0,0,2.01,3.61,4,1.97,3.53,3.88,1,1,
Ath Bilbao,Betis,0,1,0,12,9,3,5,16,11,11,5,4,0,0,0,2.19,3.4,3.75,2.13,3.3,3.64,0,0,
Getafe,Eibar,2,1,1,9,8,2,2,18,15,2,1,3,0,0,0,1.84,3.45,5.18,1.81,3.38,4.98,2,2,
Ath Madrid,Valladolid,2,0,0,15,6,4,2,14,12,10,1,4,2,0,0,1.4,4.74,11,1.38,4.47,10.04,0,0,
Celta,Alaves,0,4,0,15,4,10,2,14,10,7,4,1,1,0,1,1.96,3.34,4.62,1.92,3.26,4.52,0,0,
Valencia,Osasuna,0,2,0,7,13,3,3,7,19,1,7,1,2,0,0,1.98,3.65,4.03,1.93,3.58,3.96,0,0,
Sociedad,Real Madrid,2,0,0,10,10,2,6,16,15,4,1,4,2,0,0,4.24,4.36,1.8,4.17,4.14,1.77,1,1,
Villarreal,Sevilla,0,2,1,7,14,5,6,16,12,3,8,3,3,0,0,2.66,3.5,2.7,2.61,3.42,2.67,2,2,
Leganes,Granada,2,0,0,9,4,3,1,12,16,4,2,4,4,0,0,2.46,3,3.42,2.41,2.95,3.33,2,2,
Levante,Ath Madrid,1,0,1,12,12,0,7,12,14,10,4,4,2,0,0,6.05,3.75,1.71,5.8,3.69,1.65,1,1,
Valladolid,Getafe,2,1,1,6,15,2,1,12,19,7,8,5,2,0,0,3.48,2.88,2.58,3.36,2.84,2.51,2,2,
Barcelona,Ath Bilbao,2,0,0,18,6,4,0,10,16,6,2,2,1,0,0,1.35,5.5,10.09,1.33,5.35,9.38,0,0,
Alaves,Osasuna,2,0,0,5,7,0,1,12,14,7,3,2,3,0,0,2.7,3.1,2.95,2.62,3.09,2.92,1,1,
Sociedad,Celta,1,0,1,13,4,6,1,18,15,7,3,4,2,0,0,2.12,3.3,4,2.07,3.23,3.89,1,1,
Real Madrid,Mallorca,0,1,0,14,11,6,4,18,12,5,4,4,1,0,0,1.17,9,21,1.14,8.43,18.2,0,0,
Eibar,Valencia,0,1,0,14,7,5,0,12,7,10,8,4,2,0,1,2.88,3.45,2.55,2.8,3.38,2.52,0,0,
Betis,Espanol,2,0,0,13,9,6,2,18,18,6,5,4,4,0,0,2.25,3.45,3.4,2.2,3.34,3.35,0,0,
Sevilla,Valladolid,1,0,1,15,11,3,5,16,17,5,1,3,2,0,0,1.45,4.43,9.03,1.42,4.34,8.73,2,2,
Ath Bilbao,Mallorca,0,2,0,12,14,6,2,17,16,1,8,1,2,0,0,1.5,4.33,8.5,1.48,4.12,7.83,0,0,
Celta,Barcelona,1,0,1,10,18,6,2,19,10,3,8,3,4,0,0,5.5,4.2,1.66,5.26,4.09,1.63,2,2,
Osasuna,Leganes,0,1,0,6,21,5,7,12,15,2,4,1,1,0,0,2.39,3,3.6,2.34,2.99,3.48,0,0,
Ath Madrid,Alaves,2,0,0,14,6,4,2,13,14,3,1,3,2,0,0,1.35,4.94,13.08,1.33,4.74,11.68,0,0,
Levante,Betis,0,2,0,9,17,4,8,13,14,2,5,0,4,0,0,2.72,3.5,2.67,2.63,3.44,2.63,0,0,
Villarreal,Valencia,0,2,0,17,4,4,0,9,18,1,4,0,2,0,0,2.25,3.7,3.3,2.19,3.5,3.23,0,0,
Granada,Eibar,1,0,1,14,13,5,6,8,13,8,5,1,0,0,0,2.5,3,3.38,2.43,2.99,3.3,1,1,
Espanol,Real Madrid,1,0,1,8,14,5,6,18,12,0,5,1,1,0,0,7.5,4.91,1.45,7.07,4.77,1.43,1,1,
Getafe,Sociedad,0,1,0,11,5,4,1,22,11,5,4,6,3,0,0,2.55,3.1,3.15,2.51,3.05,3.09,0,0,
Mallorca,Celta,0,3,0,9,12,7,8,16,12,2,11,3,2,0,0,3.3,3.2,2.48,3.22,3.16,2.39,0,0,
Leganes,Sevilla,1,0,2,9,11,3,6,23,10,4,2,4,3,0,0,4.63,3.34,1.95,4.5,3.23,1.94,1,1,
Barcelona,Ath Madrid,2,1,1,12,10,5,3,11,15,3,1,3,5,0,0,1.85,3.72,4.75,1.82,3.61,4.53,2,2,
Alaves,Granada,1,0,1,11,7,4,4,18,17,6,2,3,2,0,0,2.39,3.1,3.6,2.32,3.02,3.5,1,1,
Valencia,Ath Bilbao,1,0,1,10,12,1,4,9,12,3,5,1,0,0,0,2.63,3.13,3.2,2.52,3.06,3.11,1,1,
Betis,Villarreal,1,0,2,9,15,1,6,10,16,1,5,4,1,1,0,2.87,3.61,2.52,2.81,3.49,2.46,1,1,
Valladolid,Levante,2,0,0,15,8,4,3,10,12,8,3,2,1,0,0,2.45,3.33,3.2,2.39,3.25,3.13,2,2,
Eibar,Osasuna,1,0,1,11,9,4,6,8,12,9,4,1,1,0,0,2.42,3.29,3.3,2.37,3.19,3.18,1,1,
Sociedad,Espanol,1,0,1,12,4,4,3,11,15,4,3,2,1,0,0,1.94,3.5,4.45,1.88,3.46,4.33,0,0,
Real Madrid,Getafe,2,0,0,8,10,4,3,15,22,6,5,5,5,0,0,1.4,5,9.5,1.37,4.84,8.87,0,0,
Ath Madrid,Mallorca,0,2,0,15,13,3,1,14,11,4,5,2,1,0,0,1.33,5.5,12,1.3,5.3,11.15,0,0,
Celta,Betis,0,1,0,5,10,1,3,20,18,2,8,5,4,0,0,2.2,3.46,3.44,2.18,3.41,3.38,2,2,
Valladolid,Alaves,2,0,0,5,7,3,0,13,17,1,3,0,0,0,0,2.65,2.8,3.42,2.61,2.78,3.27,0,0,
Granada,Valencia,2,0,0,17,4,4,3,18,14,7,3,2,2,0,0,2.92,3.32,2.6,2.9,3.21,2.55,2,2,
Ath Bilbao,Real Madrid,2,0,0,7,10,1,4,13,8,3,2,4,3,0,0,5.28,3.9,1.73,5.15,3.79,1.69,1,1,
Espanol,Leganes,2,0,0,7,4,2,2,14,22,0,3,4,3,1,0,2.75,3.03,3.05,2.68,2.97,2.93,1,1,
Osasuna,Getafe,2,0,0,6,6,2,1,17,18,2,2,5,4,0,0,3.11,3.07,2.7,3.04,2.99,2.6,2,2,
Villarreal,Barcelona,1,1,3,11,18,4,12,11,11,2,6,1,0,0,0,4.5,4.1,1.81,4.33,4,1.75,1,1,
Levante,Sociedad,2,1,1,9,8,4,3,17,12,4,2,3,2,0,0,3.04,3.51,2.45,2.95,3.45,2.38,2,2,
Sevilla,Eibar,2,0,0,8,19,3,3,11,16,11,8,2,1,0,0,1.48,4.53,8,1.46,4.35,7.53,0,0,
Valencia,Valladolid,0,1,0,10,11,4,5,9,5,5,2,3,0,0,0,2.07,3.25,4.2,2.03,3.19,4.17,0,0,
Celta,Ath Madrid,1,0,1,9,10,4,2,14,13,6,2,3,3,0,0,4.64,3.2,2,4.39,3.17,1.98,2,2,
Betis,Osasuna,0,2,0,14,8,8,2,9,17,5,8,1,5,0,0,2.15,3.52,3.69,2.09,3.45,3.54,0,0,
Getafe,Villarreal,2,0,0,5,6,2,3,19,10,1,3,4,1,0,1,2.68,3.13,3,2.61,3.07,2.92,1,1,
Barcelona,Espanol,2,0,0,9,11,2,2,8,12,6,5,0,2,1,1,1.15,9,26,1.14,8.39,20.92,0,0,
Eibar,Leganes,2,0,0,4,10,1,1,21,13,8,1,3,3,0,0,2.51,3.1,3.19,2.49,3.08,3.1,2,2,
Mallorca,Levante,0,1,0,15,14,5,2,11,20,1,5,3,1,0,0,2.15,3.89,3.42,2.08,3.64,3.37,0,0,
Ath Bilbao,Sevilla,0,1,0,13,20,4,7,18,9,4,7,3,2,0,0,3.1,3.1,2.6,3.04,3.05,2.54,1,1,
Sociedad,Granada,1,0,2,19,4,5,3,12,13,8,3,2,3,0,0,1.76,3.81,5.25,1.74,3.7,4.91,1,1,
Real Madrid,Alaves,0,1,0,18,10,8,4,5,17,3,2,0,1,0,0,1.25,7,15,1.22,6.3,13.55,0,0,
Osasuna,Celta,2,1,1,15,12,5,3,10,11,3,4,2,2,0,0,3.2,3.18,2.51,3.14,3.09,2.46,0,0,
Valladolid,Barcelona,1,0,1,13,9,4,6,15,13,4,5,2,2,0,0,10.02,5.25,1.36,9.47,5.03,1.34,1,1,
Ath Madrid,Betis,2,0,0,9,21,4,3,10,10,2,4,1,3,1,0,1.5,4.33,8,1.49,4.14,7.46,0,0,
Espanol,Eibar,1,0,2,14,11,3,6,13,14,7,2,2,2,0,0,3.44,3.37,2.3,3.39,3.23,2.25,1,1,
Levante,Ath Bilbao,1,0,2,5,12,1,5,10,15,2,6,0,1,0,0,3.8,3.4,2.2,3.59,3.28,2.15,1,1,
Leganes,Valencia,0,1,0,10,16,1,5,21,9,2,8,4,1,1,0,3.45,3.2,2.32,3.41,3.12,2.3,0,0,
Sevilla,Mallorca,0,1,0,14,14,5,5,14,7,5,5,3,2,0,0,1.42,5.06,8.5,1.4,4.8,7.91,0,0,
Alaves,Getafe,2,0,0,3,14,1,4,26,15,2,4,4,2,0,0,3.75,3,2.4,3.63,2.91,2.32,2,2,
Villarreal,Sociedad,2,0,0,9,11,3,6,12,11,2,10,2,2,0,0,2.3,3.6,3.14,2.26,3.49,3.08,1,1,
Granada,Real Madrid,1,0,2,13,11,4,5,18,18,4,3,2,2,0,0,7.79,4.6,1.46,7.13,4.51,1.45,1,1,
Eibar,Valladolid,0,2,0,13,17,7,8,19,13,3,12,4,0,0,0,2.25,3.13,3.8,2.18,3.11,3.66,0,0,
Ath Bilbao,Leganes,2,0,0,10,16,3,4,11,11,3,3,2,3,1,0,1.83,3.51,5.04,1.81,3.39,4.95,1,1,
Barcelona,Osasuna,1,0,1,19,9,3,5,7,14,10,2,4,1,0,1,1.17,8.5,19.76,1.15,8.03,17.63,1,1,
Betis,Alaves,2,0,0,14,9,7,5,14,18,6,5,6,4,1,1,2.4,3.32,3.2,2.35,3.26,3.15,1,1,
Celta,Levante,2,2,2,16,8,6,4,11,15,8,4,3,0,1,1,1.62,4.5,5.32,1.61,4.21,5.21,1,1,
Getafe,Ath Madrid,2,0,0,15,11,6,3,14,11,4,3,1,2,1,0,3.8,3.01,2.39,3.62,2.92,2.32,1,1,
Mallorca,Granada,2,1,1,18,14,5,6,14,18,5,6,7,5,2,0,2.1,3.59,3.74,2.06,3.45,3.62,1,1,
Real Madrid,Villarreal,0,1,0,12,8,7,4,13,13,4,2,3,2,0,0,1.45,4.95,7,1.44,4.78,6.67,0,0,
Sociedad,Sevilla,2,0,0,11,8,4,3,16,13,3,2,1,2,0,0,2.45,3.52,3.01,2.4,3.4,2.92,2,2,
Valencia,Espanol,0,1,0,9,18,3,6,9,18,4,4,2,4,1,0,1.55,4.34,6.63,1.53,4.17,6.25,0,0,
Alaves,Barcelona,1,0,3,8,16,0,8,17,15,2,1,0,0,0,0,6,4.33,1.6,5.56,4.27,1.55,1,1,
Valladolid,Betis,0,1,0,13,10,4,3,17,10,3,5,2,2,0,0,2.65,3.4,2.82,2.63,3.3,2.7,0,0,
Villarreal,Eibar,2,0,0,12,11,5,3,4,9,4,4,0,0,0,0,1.53,4.5,6,1.52,4.3,5.98,0,0,
Ath Madrid,Sociedad,0,1,0,6,10,3,4,16,9,2,3,1,2,0,0,2.01,3.32,4.5,1.98,3.21,4.19,2,2,
Espanol,Celta,2,0,0,8,9,1,3,10,11,1,4,2,3,0,0,6.1,3.83,1.67,5.48,3.77,1.65,2,2,
Granada,Ath Bilbao,0,1,0,11,11,6,3,10,11,2,3,1,2,0,0,2.1,3.65,3.91,2.02,3.46,3.65,0,0,
Leganes,Real Madrid,2,1,1,15,7,7,4,9,11,5,2,4,1,0,0,2.88,3.8,2.63,2.73,3.58,2.45,2,2,
Levante,Getafe,2,0,0,13,13,4,4,10,12,6,8,2,4,0,0,5.14,3.8,1.83,4.91,3.6,1.75,0,0,
Osasuna,Mallorca,2,1,1,12,12,5,4,17,10,3,5,2,0,0,0,1.83,3.92,4.52,1.8,3.74,4.29,2,2,
Sevilla,Valencia,2,0,0,16,8,4,2,11,6,4,7,0,1,0,0,1.93,3.78,4,1.91,3.61,3.92,0,0,
Eibar,Celta,2,0,0,8,6,1,3,17,13,3,3,4,4,1,0,2.6,3.25,3.01,2.53,3.15,2.96,2,2,
Granada,Ath Bilbao,2,0,0,4,9,2,2,8,10,1,2,3,4,0,0,2.92,3.1,2.82,2.83,3,2.74,0,0,
Cadiz,Osasuna,1,0,1,12,6,3,4,14,21,6,2,2,2,0,0,2.87,3.04,2.88,2.8,2.92,2.82,1,1,
Alaves,Betis,2,0,0,7,11,2,4,19,17,6,4,3,3,0,0,2.95,3.32,2.65,2.85,3.15,2.61,1,1,
Valladolid,Sociedad,0,1,0,8,8,3,2,15,17,5,3,4,1,0,0,2.98,3.3,2.6,2.86,3.18,2.57,2,2,
Villarreal,Huesca,1,0,1,15,10,4,3,10,22,6,6,1,1,0,0,1.6,4.21,6.5,1.57,4.01,6.1,2,2,
Valencia,Levante,2,2,2,14,19,8,8,9,14,3,4,1,3,0,0,2.15,3.6,3.66,2.09,3.46,3.54,0,0,
Villarreal,Eibar,2,0,0,14,12,8,4,5,12,4,3,1,1,0,0,1.63,4.12,6,1.6,4,5.82,0,0,
Getafe,Osasuna,2,0,0,7,10,1,3,19,13,4,1,4,2,0,0,2.02,3.25,4.5,1.97,3.17,4.42,0,0,
Celta,Valencia,0,1,0,23,9,6,3,12,13,6,6,3,1,0,0,2.25,3.6,3.22,2.24,3.46,3.16,0,0,
Huesca,Cadiz,1,0,1,4,6,0,4,18,23,2,1,3,3,0,0,2.21,3.1,4.07,2.15,3,3.95,1,1,
Betis,Valladolid,0,2,0,16,9,6,2,18,10,5,3,3,0,0,0,1.9,3.63,4.52,1.86,3.53,4.39,0,0,
Granada,Alaves,2,1,1,10,5,3,3,9,12,4,4,0,3,0,0,2.1,3.1,4.3,2.07,3.06,4.18,0,0,
Sociedad,Real Madrid,2,0,0,6,16,1,4,17,12,1,11,2,2,0,0,4.83,3.85,1.78,4.63,3.77,1.75,2,2,
Alaves,Getafe,2,0,0,9,11,0,4,13,13,1,5,2,2,0,0,3.58,2.9,2.5,3.46,2.82,2.45,2,2,
Valencia,Huesca,0,1,0,5,17,2,4,14,20,4,4,0,1,0,0,2.1,3.4,4,2.05,3.33,3.85,2,2,
Elche,Sociedad,2,0,0,5,27,2,7,11,12,2,11,3,1,0,0,4.33,3.45,2,4.25,3.27,1.96,1,1,
Betis,Real Madrid,0,2,1,15,11,5,4,9,10,8,3,5,2,1,0,4.2,4,1.85,4.16,3.79,1.83,1,1,
Osasuna,Levante,2,1,1,9,11,4,5,15,16,3,7,2,0,0,0,2.35,3.43,3.25,2.3,3.29,3.19,1,1,
Eibar,Ath Bilbao,1,0,1,7,9,1,5,15,12,5,4,1,0,0,0,3.17,3,2.69,3.05,2.93,2.62,1,1,
Ath Madrid,Granada,0,1,0,17,11,10,6,16,14,1,1,3,1,0,0,1.55,4.2,8.13,1.51,3.96,7.56,0,0,
Cadiz,Sevilla,2,0,0,12,14,5,5,9,14,6,5,4,2,0,0,5.52,3.6,1.83,5.34,3.39,1.76,1,1,
Valladolid,Celta,1,0,1,10,5,4,1,26,18,4,1,3,4,0,0,3,3,2.81,2.9,2.87,2.78,2,2,
Barcelona,Villarreal,0,4,0,17,5,9,1,9,10,8,4,0,1,0,0,1.57,4.6,6,1.54,4.44,5.75,0,0,
Sociedad,Valencia,2,0,0,11,9,3,5,16,15,9,3,1,5,0,0,1.63,4.44,6.5,1.56,4.25,5.87,1,1,
Getafe,Betis,0,3,0,8,10,4,2,15,17,1,4,4,4,0,1,2.6,3.15,3.2,2.53,3.02,3.08,0,0,
Huesca,Ath Madrid,2,0,0,9,16,3,2,13,10,5,7,1,0,0,0,8.59,4.2,1.5,8.06,4.03,1.48,2,2,
Villarreal,Alaves,0,2,1,10,8,6,3,11,13,2,0,0,2,0,0,1.63,4.11,6.25,1.6,3.85,5.93,0,0,
Eibar,Elche,1,0,1,12,5,4,2,9,14,3,2,2,2,0,0,1.84,3.7,4.8,1.82,3.49,4.62,1,1,
Real Madrid,Valladolid,2,0,0,15,11,5,5,11,7,4,7,2,1,0,0,1.27,6.27,13,1.25,6.05,11.61,0,0,
Ath Bilbao,Cadiz,2,0,0,13,3,4,1,15,16,5,2,3,5,0,2,1.6,3.83,7.25,1.57,3.7,6.97,1,1,
Sevilla,Levante,2,0,0,16,3,2,1,14,17,2,4,5,2,0,0,1.45,4.62,8.17,1.43,4.52,7.53,0,0,
Celta,Barcelona,1,0,1,10,6,3,3,22,10,3,7,5,5,0,1,6,4.51,1.6,5.77,4.29,1.55,1,1,
Valladolid,Eibar,2,1,1,9,11,3,5,11,21,3,4,2,3,0,1,2.4,3.15,3.48,2.38,3.03,3.34,1,1,
Ath Madrid,Villarreal,2,0,0,14,6,1,2,11,7,9,1,1,2,0,0,1.73,3.9,5.6,1.68,3.75,5.39,2,2,
Elche,Huesca,2,0,0,2,18,0,4,8,26,0,5,0,2,0,0,3.21,3.27,2.5,3.13,3.11,2.45,2,2,
Sociedad,Getafe,0,1,0,11,5,6,1,21,13,5,4,3,3,0,0,2.35,3.13,3.61,2.32,3.05,3.46,0,0,
Valencia,Betis,1,0,1,5,17,2,8,11,14,4,7,2,2,0,0,2.82,3.36,2.7,2.75,3.24,2.65,1,1,
Osasuna,Celta,0,1,0,14,9,5,3,19,10,6,5,3,3,0,0,2.75,3.14,3.02,2.67,3.05,2.86,0,0,
Alaves,Ath Bilbao,2,0,0,8,8,3,0,20,17,0,6,2,3,1,0,3.42,3.02,2.51,3.32,2.96,2.42,0,0,
Levante,Real Madrid,1,0,1,11,13,4,3,14,8,4,6,2,1,0,0,6.45,4.66,1.53,6.03,4.51,1.51,1,1,
Cadiz,Granada,1,0,1,14,13,4,5,16,16,2,5,2,2,0,0,3.14,3.02,2.69,3,2.96,2.63,2,2,
Barcelona,Sevilla,2,1,1,12,13,5,1,11,18,6,5,1,1,0,0,1.65,4.33,5.55,1.61,4.17,5.26,2,2,
Granada,Sevilla,2,0,0,13,8,3,3,16,11,5,1,4,4,0,1,4.4,3.5,1.98,4.22,3.37,1.93,0,0,
Celta,Ath Madrid,1,0,1,15,9,5,4,16,18,8,4,3,4,0,0,5.72,3.5,1.83,5.41,3.3,1.78,1,1,
Real Madrid,Cadiz,1,0,1,14,14,2,5,7,5,4,11,2,0,0,0,1.25,7.08,15,1.21,6.64,13.92,1,1,
Getafe,Barcelona,2,0,0,9,7,4,1,20,10,7,2,4,3,0,0,5.25,3.8,1.78,4.95,3.68,1.74,0,0,
Eibar,Osasuna,2,0,0,10,8,6,2,14,14,6,7,2,3,0,1,2.71,3.12,3.01,2.61,2.99,2.99,2,2,
Ath Bilbao,Levante,2,0,0,14,6,5,1,11,10,9,3,3,1,0,0,2.12,3.36,4,2.07,3.24,3.88,0,0,
Villarreal,Valencia,2,1,1,16,11,6,3,13,8,3,7,4,1,1,0,1.66,4.27,5.5,1.63,4.01,5.18,0,0,
Alaves,Elche,1,0,1,13,7,2,3,11,11,2,6,2,5,0,0,1.8,3.5,5.59,1.77,3.31,5.43,1,1,
Huesca,Valladolid,1,0,1,12,5,7,3,14,24,3,1,1,2,0,0,2.32,3.12,3.8,2.26,2.95,3.7,2,2,
Betis,Sociedad,1,0,1,7,8,1,5,11,18,6,2,2,1,0,0,2.54,3.56,2.9,2.47,3.42,2.82,1,1,
Elche,Valencia,0,2,0,3,14,2,4,15,8,0,7,3,2,0,0,3.3,3.25,2.46,3.19,3.14,2.4,0,0,
Barcelona,Real Madrid,2,1,1,10,15,4,9,11,13,7,7,3,2,0,0,2.07,3.76,3.66,2.03,3.64,3.56,1,1,
Osasuna,Ath Bilbao,2,0,0,7,13,2,5,18,10,2,5,3,2,0,0,3.42,3,2.52,3.27,2.93,2.48,0,0,
Sevilla,Eibar,1,0,1,21,3,3,1,11,12,13,3,0,3,0,0,1.53,4.4,8,1.48,4.23,7.44,1,1,
Ath Madrid,Betis,2,0,0,13,12,6,3,19,12,8,5,2,0,0,1,1.6,4.1,6.56,1.58,3.88,6.3,0,0,
Valladolid,Alaves,2,0,0,5,14,1,4,9,7,2,4,1,0,1,0,2.41,3,3.73,2.35,2.88,3.59,1,1,
Cadiz,Villarreal,2,0,0,5,7,0,2,15,7,0,5,2,2,0,0,3.7,3.39,2.23,3.63,3.22,2.16,2,2,
Getafe,Granada,1,0,1,10,5,1,2,19,23,6,1,4,2,0,0,1.97,3.1,5.25,1.91,3.02,5.07,1,1,
Sociedad,Huesca,0,1,0,13,6,6,4,12,11,4,5,2,1,0,0,1.65,3.84,6.34,1.62,3.72,6.06,0,0,
Levante,Celta,2,0,0,10,10,3,3,11,19,3,2,2,2,0,0,2.51,3.4,3.03,2.45,3.24,2.95,2,2,
Eibar,Cadiz,1,0,2,9,6,3,4,10,10,7,2,1,1,0,0,2.65,2.86,3.38,2.58,2.79,3.31,1,1,
Real Madrid,Huesca,0,2,0,13,9,6,2,16,9,6,3,0,2,0,0,1.4,5.36,9,1.37,5.11,8.19,0,0,
Ath Bilbao,Sevilla,1,0,1,16,7,5,3,17,19,6,1,5,5,0,0,3.13,3,2.72,3.04,2.94,2.64,0,0,
Osasuna,Ath Madrid,1,0,1,8,11,3,6,12,10,3,2,1,2,0,0,5.57,3.5,1.83,5.22,3.35,1.79,1,1,
Alaves,Barcelona,0,1,0,4,25,3,9,16,4,2,14,4,3,1,0,7,4.98,1.47,6.73,4.71,1.46,2,2,
Betis,Elche,0,2,0,17,4,10,2,13,12,1,1,2,1,0,0,1.5,4.54,7.79,1.47,4.27,7.38,0,0,
Celta,Sociedad,1,0,2,9,9,2,7,19,16,2,3,2,5,1,0,3.11,3.33,2.5,3.01,3.2,2.45,1,1,
Granada,Levante,2,1,1,5,19,2,4,7,14,2,8,2,3,1,0,2.31,3.33,3.5,2.25,3.22,3.39,2,2,
Valencia,Getafe,0,1,0,11,16,5,5,18,25,0,3,8,5,1,1,3.39,3.1,2.55,3.22,2.96,2.48,2,2,
Villarreal,Valladolid,0,2,0,11,11,5,1,13,13,6,4,1,3,0,0,1.63,4.1,6.26,1.6,3.93,5.79,0,0,
Elche,Celta,2,1,1,8,14,1,6,18,12,3,3,3,4,0,0,4.1,3.41,2.06,3.98,3.32,2.02,2,2,
Huesca,Eibar,1,0,1,14,8,6,3,16,30,4,3,2,0,0,0,2.2,3.3,3.89,2.15,3.13,3.77,2,2,
Barcelona,Betis,2,1,1,18,12,9,6,8,10,9,5,2,2,0,1,1.4,5.75,8,1.39,5.19,7.49,0,0,
Sevilla,Osasuna,2,0,0,9,10,1,2,11,19,3,0,2,3,0,0,1.57,4.26,7.15,1.55,3.94,6.73,0,0,
Ath Madrid,Cadiz,0,2,0,17,10,7,3,10,9,2,7,1,1,0,0,1.45,4.36,11,1.43,4.07,9.92,0,0,
Getafe,Villarreal,1,1,2,13,9,5,5,18,11,3,3,3,4,0,0,2.66,3.1,3.09,2.56,3.03,3.02,1,1,
Sociedad,Granada,0,2,0,22,2,9,1,8,11,15,0,2,1,1,0,1.7,4.08,5.31,1.68,3.84,5.14,0,0,
Levante,Alaves,1,0,1,18,6,5,2,12,16,12,1,1,6,0,1,2.25,3.45,3.5,2.19,3.32,3.42,2,2,
Valladolid,Ath Bilbao,0,1,0,7,17,4,2,23,11,2,11,4,2,0,0,3.66,3.01,2.45,3.38,2.9,2.41,0,0,
Valencia,Real Madrid,0,2,1,7,16,4,6,13,14,1,8,3,2,0,0,6.5,4.96,1.5,6.22,4.62,1.48,0,0,
Osasuna,Huesca,1,0,1,18,6,7,5,14,15,4,3,2,3,0,0,2.45,3.11,3.45,2.42,3.05,3.26,2,2,
Levante,Elche,0,1,0,13,11,5,5,15,11,5,4,1,4,0,0,1.6,4.33,5.8,1.59,4.15,5.57,2,2,
Villarreal,Real Madrid,1,0,1,13,6,1,1,16,14,4,2,1,2,0,0,3.04,3.86,2.3,2.91,3.78,2.28,2,2,
Sevilla,Celta,2,2,2,15,10,10,7,14,20,3,2,2,2,0,0,1.75,3.63,5.61,1.73,3.57,5.27,0,0,
Ath Madrid,Barcelona,0,1,0,9,13,2,4,12,6,8,8,4,0,0,0,2.9,3.56,2.54,2.83,3.51,2.44,0,0,
Eibar,Getafe,2,0,0,15,8,5,3,16,22,3,4,3,4,1,0,3.5,3.02,2.49,3.4,2.99,2.37,2,2,
Cadiz,Sociedad,2,0,0,2,14,0,4,14,14,1,6,2,1,0,0,4.6,3.93,1.85,4.34,3.66,1.83,1,1,
Granada,Valladolid,1,0,1,16,9,6,3,16,14,5,3,4,3,0,0,2.19,3.2,4.1,2.12,3.13,3.85,1,1,
Alaves,Valencia,0,2,0,13,13,3,5,21,16,4,5,1,1,0,0,2.71,3.2,2.85,2.67,3.16,2.79,2,2,
Ath Bilbao,Betis,0,2,0,14,7,9,1,16,8,6,3,0,0,0,0,2.25,3.45,3.55,2.21,3.26,3.43,0,0,
Valladolid,Levante,2,0,0,10,10,4,3,18,11,3,11,0,3,0,0,2.6,3.37,2.93,2.57,3.27,2.84,2,2,
Elche,Cadiz,0,1,0,4,7,3,2,16,15,1,9,6,2,1,0,3.2,3,2.54,3.19,2.98,2.47,2,2,
Valencia,Ath Madrid,2,0,0,5,14,2,6,12,15,2,7,2,5,0,0,5,3.94,1.76,4.82,3.76,1.74,1,1,
Huesca,Sevilla,2,0,0,5,16,1,4,14,9,1,10,4,3,0,0,4.36,3.4,2.05,4.09,3.31,2,1,1,
